,Nup,Ndn
0,2.380637840899444,2.756638733784355
1,2.323877411109401,2.6084387542709138
2,2.2783585297923916,2.4868680319617016
3,2.2359930378854314,2.384311888636434
4,2.189801904821628,2.297406175572065
5,2.138194406890609,2.2262856020954453
6,2.084187508220849,2.1698235864556845
7,2.0322582078038525,2.1240473383529888
8,1.9858475973201613,2.0845134833405394
9,1.9469808770941348,2.0485091206249346
10,1.9174338772537105,2.0148970953195926
11,1.8991222795568063,1.9831156105322558
12,1.8927057761890613,1.9530755017848935
13,1.8964434416754203,1.9254454876115463
14,1.9070354723540484,1.9009397763356701
15,1.9211398962829775,1.8789934888685742
16,1.935704765497233,1.8578655905133616
17,1.9474273103267319,1.8365416023560979
18,1.9525478412298198,1.8156198157000827
19,1.9473513559416176,1.7952910452723114
20,1.929336983658249,1.773392165054916
21,1.8986480224536129,1.7470873894642784
22,1.858279996812466,1.7158565520314177
23,1.8121392612693246,1.6810986897758653
24,1.7628991959502684,1.6433948165866796
25,1.7123447221377923,1.6021607106041813
26,1.663381024599795,1.5577981526164981
27,1.6203915357143734,1.5124195671034681
28,1.5870872919356305,1.4683646314330725
29,1.5642466340050238,1.4272255045535427
30,1.5494264076447009,1.3902595376415918
31,1.5386268230974758,1.3585708139251562
32,1.5285907962415137,1.3325284420951
33,1.517915554436907,1.3116637287533257
34,1.5060637187036823,1.2956156015104598
35,1.4917393175216112,1.2848779989036776
36,1.4728713326283385,1.2799903127572658
37,1.4482132298461992,1.2800518426034997
38,1.4186465072184136,1.2829472150960126
39,1.3869048027827324,1.2873401042429558
40,1.3559484857110302,1.2934223740178348
41,1.3272881222620188,1.3011761128077133
42,1.3009224554259688,1.309012363222205
43,1.2770140327257302,1.314880707632367
44,1.25696060914975,1.317821019737173
45,1.2421225097241693,1.3178373454249137
46,1.231957098222665,1.3151426345880504
47,1.2241766466528778,1.31003806151812
48,1.216489293870755,1.302794043101224
49,1.207668973577049,1.293303240936812
50,1.1972897799678466,1.2813247683723037
51,1.1849832366680861,1.2670313873429764
52,1.1699096893441046,1.2508385079574753
53,1.1509485722801187,1.2328455424808653
54,1.1277707214959345,1.2128386313444754
55,1.1016545410267653,1.1907197559855207
56,1.0747802637911685,1.166768768679433
57,1.0488482651211197,1.1416302063365282
58,1.0248819117592687,1.1160323818210816
59,1.0041122089751169,1.0903522021719962
60,0.988245017359589,1.0645242241833919
61,0.9786224715636466,1.0384667140078918
62,0.975374986307021,1.012476246762708
63,0.9773301227684454,0.9872004589641252
64,0.9824579278663801,0.9634055634841882
65,0.9884509676228133,0.9417941745156564
66,0.9932020776217271,0.922946772558487
67,0.9950193013472258,0.9074121513400402
68,0.9926620335065383,0.8957565755873316
69,0.9854692784391904,0.888364795618527
70,0.9735966107950713,0.8852650281497075
71,0.9580606993227245,0.8862905843586888
72,0.9404268108687831,0.8912532764276436
73,0.9223591608360265,0.8997730996403583
74,0.9053422560968784,0.9110976897814056
75,0.8906020742023922,0.9242290761973132
76,0.8790556765094325,0.9380334893272887
77,0.8712441834637402,0.951138216958533
78,0.8673387200044934,0.9620173303893184
79,0.8672043830933126,0.9694349655651625
80,0.8704262064209369,0.9728003618779609
81,0.876307205084412,0.9721538286208717
82,0.8839034868011723,0.9679929066654634
83,0.8921070158220202,0.9610858994613092
84,0.8997842511361779,0.9522299260444623
85,0.9059410381079693,0.9420718975382539
86,0.9097790260893202,0.931118478427865
87,0.9106247194012047,0.9197696036388049
88,0.9079642080428023,0.9082486971914466
89,0.9016920774436067,0.8966223648110085
90,0.8922941307433607,0.8850120671471678
91,0.8807161717859396,0.8737512670233073
92,0.8680961641345246,0.8633095417440124
93,0.85563980187406,0.8541111352979949
94,0.8446003061715378,0.846372113716688
95,0.8361584675924231,0.8399765985985428
96,0.831168967050884,0.8345172785814918
97,0.8299125965319888,0.8295742855779591
98,0.8320059109812402,0.8249840397742199
99,0.836529859924251,0.8208486822958312
100,0.842296688796546,0.8174285423803916
101,0.8481031382837478,0.8151323464015869
102,0.852911196156088,0.8145014936321807
103,0.8559943223557889,0.8160519934922265
104,0.8570466403398475,0.820100823670124
105,0.8561975080376995,0.8267027678502065
106,0.8538925395118395,0.8356431763842064
107,0.8506411403170983,0.8464676496064498
108,0.8467275866816867,0.8585905576018776
109,0.8421053006412071,0.871391030166204
