Trace	       0	             1
Trace	     0.2	             1
Trace	     0.4	             1
Trace	     0.6	             1
Trace	     0.8	    0.99999999
Trace	       1	    0.99999997
Trace	     1.2	     1.0000002
Trace	     1.4	     1.0000003
Trace	     1.6	    0.99999971
Trace	     1.8	    0.99999742
Trace	       2	    0.99998295
Trace	     2.2	    0.99994924
Trace	     2.4	    0.99990229
Trace	     2.6	    0.99983774
Trace	     2.8	    0.99971899
Trace	       3	    0.99952637
Trace	     3.2	    0.99928843
Trace	     3.4	    0.99901722
Trace	     3.6	    0.99873562
Trace	     3.8	    0.99847101
Trace	       4	    0.99819288
Trace	     4.2	    0.99786397
Trace	     4.4	    0.99750126
Trace	     4.6	    0.99711684
Trace	     4.8	     0.9966834
Trace	       5	    0.99614549
Trace	     5.2	     0.9955051
Trace	     5.4	    0.99485927
Trace	     5.6	    0.99427285
Trace	     5.8	    0.99370278
Trace	       6	    0.99315032
Trace	     6.2	    0.99265836
Trace	     6.4	    0.99223119
Trace	     6.6	     0.9918175
Trace	     6.8	    0.99137992
Trace	       7	    0.99088845
Trace	     7.2	    0.99028777
Trace	     7.4	    0.98957692
Trace	     7.6	    0.98880279
Trace	     7.8	    0.98800422
Trace	       8	    0.98720715
Trace	     8.2	    0.98640411
Trace	     8.4	    0.98557005
Trace	     8.6	    0.98474767
Trace	     8.8	    0.98397075
Trace	       9	    0.98321343
Trace	     9.2	    0.98243715
Trace	     9.4	    0.98162327
Trace	     9.6	    0.98077226
Trace	     9.8	    0.97983993
Trace	      10	    0.97875712
Trace	    10.2	    0.97755047
Trace	    10.4	    0.97634552
Trace	    10.6	    0.97522644
Trace	    10.8	    0.97421263
Trace	      11	    0.97329891
Trace	    11.2	    0.97242404
Trace	    11.4	    0.97151801
Trace	    11.6	    0.97056314
Trace	    11.8	    0.96955822
Trace	      12	    0.96852979
Trace	    12.2	    0.96754423
Trace	    12.4	    0.96664705
Trace	    12.6	    0.96581072
Trace	    12.8	    0.96497309
Trace	      13	    0.96410602
Trace	    13.2	    0.96323459
Trace	    13.4	     0.9624167
Trace	    13.6	    0.96166827
Trace	    13.8	    0.96094492
Trace	      14	    0.96019724
Trace	    14.2	    0.95940569
Trace	    14.4	     0.9586008
Trace	    14.6	    0.95784122
Trace	    14.8	    0.95714939
Trace	      15	    0.95649971
Trace	    15.2	    0.95587245
Trace	    15.4	    0.95527309
Trace	    15.6	    0.95470845
Trace	    15.8	    0.95417876
Trace	      16	    0.95368445
Trace	    16.2	    0.95321894
Trace	    16.4	     0.9527716
Trace	    16.6	    0.95234158
Trace	    16.8	    0.95193164
Trace	      17	    0.95152772
Trace	    17.2	    0.95111061
Trace	    17.4	    0.95068388
Trace	    17.6	    0.95026544
Trace	    17.8	    0.94986013
Trace	      18	    0.94945276
Trace	    18.2	     0.9490243
Trace	    18.4	    0.94856425
Trace	    18.6	    0.94806902
Trace	    18.8	    0.94754772
Trace	      19	    0.94702711
Trace	    19.2	    0.94653567
Trace	    19.4	     0.9460802
Trace	    19.6	    0.94564414
Trace	    19.8	    0.94521495
Trace	      20	    0.94479858
