Nup	    12.8	    0.46784002	    0.61717254	    0.65821155	    0.63574135	    0.72291404
Nup	      13	    0.46777221	    0.61203384	    0.65600046	    0.63213736	     0.7218522
Nup	    13.2	    0.46731204	    0.60761234	    0.65332186	    0.62871496	     0.7207723
Nup	    13.4	     0.4663898	    0.60411439	    0.64981063	    0.62585048	    0.71958145
Nup	    13.6	    0.46506537	     0.6014504	    0.64547829	    0.62369136	    0.71823105
Nup	    13.8	    0.46349193	    0.59924243	    0.64073259	    0.62205194	    0.71678161
Nup	      14	    0.46187568	    0.59698173	    0.63610865	    0.62060933	    0.71535395
Nup	    14.2	    0.46038226	    0.59423949	    0.63198936	    0.61913171	    0.71405153
Nup	    14.4	    0.45907546	    0.59076695	    0.62854744	    0.61752262	    0.71291055
Nup	    14.6	    0.45790198	    0.58655714	    0.62579805	    0.61579052	    0.71190363
Nup	    14.8	    0.45665834	     0.5819113	    0.62359472	    0.61402726	    0.71097197
Nup	      15	    0.45505252	    0.57736174	     0.6216231	    0.61237221	    0.71005846
Nup	    15.2	    0.45289682	    0.57341217	    0.61949965	    0.61093719	    0.70914143
Nup	    15.4	    0.45020559	    0.57031889	    0.61697491	    0.60971868	     0.7082519
Nup	    15.6	    0.44714411	    0.56804364	    0.61404864	    0.60858943	    0.70745252
Nup	    15.8	    0.44393559	    0.56632843	     0.6109147	    0.60737786	    0.70678543
Nup	      16	    0.44080831	    0.56479957	    0.60782989	    0.60596654	    0.70624387
Nup	    16.2	    0.43798923	    0.56304824	    0.60498648	    0.60435746	    0.70578782
Nup	    16.4	     0.4356801	    0.56074227	    0.60242684	    0.60265892	    0.70536826
Nup	    16.6	    0.43397599	    0.55777853	     0.6000481	    0.60098634	    0.70494924
Nup	    16.8	    0.43279768	    0.55435483	     0.5976839	    0.59937133	    0.70452504
Nup	      17	    0.43193703	    0.55087034	    0.59518287	    0.59775476	    0.70412134
Nup	    17.2	    0.43119254	    0.54770896	    0.59243083	    0.59606428	    0.70376745
Nup	    17.4	    0.43046566	    0.54506386	     0.5893722	    0.59427731	    0.70346293
Nup	    17.6	    0.42975203	    0.54289954	    0.58608614	    0.59238262	     0.7031718
Nup	    17.8	    0.42906926	     0.5410368	    0.58281704	    0.59032587	    0.70284945
Nup	      18	    0.42840389	    0.53926942	    0.57986843	    0.58805023	     0.7024576
Nup	    18.2	    0.42772536	    0.53743035	    0.57742411	    0.58558733	    0.70195875
Nup	    18.4	    0.42701238	    0.53542486	    0.57547894	    0.58306337	    0.70131996
Nup	    18.6	    0.42624978	    0.53326262	    0.57390474	    0.58062226	    0.70053223
Nup	    18.8	    0.42541211	    0.53106508	    0.57250841	    0.57836931	    0.69962473
Nup	      19	    0.42446433	    0.52900943	    0.57104157	    0.57638508	    0.69865302
Nup	    19.2	    0.42338527	    0.52723955	    0.56924231	    0.57474221	    0.69767985
Nup	    19.4	     0.4221946	    0.52578054	    0.56696226	    0.57347224	    0.69675797
Nup	    19.6	    0.42094627	    0.52449981	    0.56428525	     0.5725258	    0.69591804
Nup	    19.8	    0.41969163	     0.5231833	     0.5614655	     0.5718066	    0.69515966
Nup	      20	    0.41846616	    0.52165035	    0.55875143	    0.57123883	    0.69445814
