Purity	       0	             1
Purity	     0.2	    0.74477401
Purity	     0.4	    0.58172977
Purity	     0.6	    0.47290365
Purity	     0.8	    0.39649464
Purity	       1	    0.34009212
Purity	     1.2	    0.29658391
Purity	     1.4	    0.26184516
Purity	     1.6	    0.23345514
Purity	     1.8	    0.20992998
Purity	       2	    0.19027271
Purity	     2.2	    0.17375812
Purity	     2.4	    0.15985387
Purity	     2.6	    0.14816366
Purity	     2.8	    0.13834949
Purity	       3	    0.13006887
Purity	     3.2	     0.1229852
Purity	     3.4	     0.1168275
Purity	     3.6	    0.11139915
Purity	     3.8	    0.10656269
Purity	       4	    0.10222799
Purity	     4.2	   0.098328721
Purity	     4.4	   0.094812609
Purity	     4.6	   0.091655107
Purity	     4.8	   0.088856353
Purity	       5	   0.086423647
Purity	     5.2	   0.084346509
Purity	     5.4	   0.082588709
Purity	     5.6	   0.081107636
Purity	     5.8	   0.079860303
Purity	       6	   0.078778077
Purity	     6.2	   0.077780332
Purity	     6.4	   0.076804557
Purity	     6.6	   0.075815907
Purity	     6.8	   0.074791221
Purity	       7	   0.073714316
Purity	     7.2	   0.072581886
Purity	     7.4	   0.071394735
Purity	     7.6	    0.07015734
Purity	     7.8	   0.068880325
Purity	       8	   0.067576019
Purity	     8.2	   0.066258092
Purity	     8.4	   0.064937442
Purity	     8.6	    0.06361103
Purity	     8.8	   0.062274749
Purity	       9	   0.060933267
Purity	     9.2	   0.059596597
Purity	     9.4	   0.058276422
Purity	     9.6	   0.056983743
Purity	     9.8	   0.055732363
Purity	      10	   0.054533855
Purity	    10.2	   0.053384949
Purity	    10.4	    0.05227046
Purity	    10.6	   0.051180083
Purity	    10.8	   0.050110018
Purity	      11	    0.04905784
Purity	    11.2	   0.048025711
Purity	    11.4	   0.047016009
Purity	    11.6	   0.046025689
Purity	    11.8	   0.045049849
Purity	      12	   0.044081219
Purity	    12.2	   0.043110536
Purity	    12.4	   0.042133025
Purity	    12.6	   0.041152213
Purity	    12.8	   0.040175235
Purity	      13	   0.039206964
Purity	    13.2	   0.038249216
Purity	    13.4	   0.037302399
Purity	    13.6	   0.036370161
Purity	    13.8	   0.035459237
Purity	      14	   0.034574665
Purity	    14.2	    0.03371781
Purity	    14.4	   0.032886184
Purity	    14.6	   0.032076283
Purity	    14.8	   0.031288471
Purity	      15	   0.030527305
Purity	    15.2	   0.029797249
Purity	    15.4	   0.029100747
Purity	    15.6	   0.028438933
Purity	    15.8	   0.027811452
Purity	      16	   0.027215981
Purity	    16.2	   0.026649229
Purity	    16.4	   0.026107481
Purity	    16.6	   0.025586334
Purity	    16.8	   0.025081456
Purity	      17	   0.024590185
Purity	    17.2	   0.024111322
Purity	    17.4	   0.023643684
Purity	    17.6	   0.023186112
Purity	    17.8	   0.022738361
Purity	      18	   0.022301219
Purity	    18.2	   0.021875674
Purity	    18.4	   0.021462274
Purity	    18.6	   0.021061143
Purity	    18.8	   0.020671787
Purity	      19	   0.020293037
Purity	    19.2	   0.019923818
Purity	    19.4	   0.019564015
Purity	    19.6	    0.01921436
Purity	    19.8	   0.018875248
Purity	      20	    0.01854627
