,0,1,2,3,4,5,6,7
0,0.4999999999999992,0.5000000000000009,0.5000000000000007,0.4999999999999994,0.49999999999999917,0.5000000000000009,0.5000000000000011,0.4999999999999989
1,0.45612595085121893,0.4561259508512205,0.4985509309199429,0.4985509309199417,0.5014490690800568,0.5014490690800586,0.5438740491487815,0.5438740491487795
2,0.4269560972837178,0.42695609728371914,0.49089251643702003,0.49089251643701876,0.5091074835629796,0.5091074835629814,0.5730439027162822,0.5730439027162807
3,0.41135632997035904,0.41135632997036026,0.47840386451916034,0.4784038645191591,0.52159613548084,0.5215961354808415,0.5886436700296416,0.5886436700296401
4,0.40483055993818123,0.4048305599381822,0.4670885563626916,0.4670885563626906,0.5329114436373095,0.5329114436373107,0.59516944006182,0.5951694400618186
5,0.4041691971351554,0.40416919713515614,0.46032861108267453,0.46032861108267353,0.5396713889173255,0.5396713889173268,0.5958308028648447,0.5958308028648437
6,0.40838226385736676,0.40838226385736726,0.4566337401031796,0.45663374010317853,0.5433662598968192,0.5433662598968203,0.5916177361426326,0.5916177361426317
7,0.4163550847497724,0.4163550847497729,0.4539641703826092,0.45396417038260845,0.5460358296173904,0.5460358296173914,0.5836449152502271,0.5836449152502267
8,0.4255227619086219,0.4255227619086222,0.453553547727193,0.4535535477271923,0.5464464522728077,0.5464464522728084,0.5744772380913789,0.5744772380913786
9,0.43328763341943766,0.43328763341943766,0.4578564053615834,0.45785640536158295,0.5421435946384158,0.5421435946384162,0.5667123665805616,0.5667123665805613
10,0.4387969159818943,0.4387969159818944,0.46625082585908634,0.4662508258590863,0.533749174140915,0.533749174140915,0.5612030840181069,0.5612030840181069
11,0.44261533941403086,0.4426153394140309,0.4749713237364293,0.47497132373642925,0.5250286762635704,0.5250286762635703,0.5573846605859685,0.5573846605859684
12,0.4449959582920268,0.4449959582920268,0.48099148578239215,0.48099148578239204,0.5190085142176083,0.5190085142176082,0.5550040417079734,0.5550040417079737
13,0.445206117841608,0.4452061178416079,0.4842782448110056,0.4842782448110059,0.5157217551889942,0.5157217551889939,0.5547938821583916,0.5547938821583921
14,0.4426645836086561,0.442664583608656,0.48617946754032393,0.48617946754032376,0.5138205324596761,0.5138205324596757,0.5573354163913439,0.5573354163913441
15,0.4381525072687946,0.4381525072687945,0.48712717101339825,0.4871271710133985,0.512872828986601,0.5128728289866008,0.5618474927312043,0.5618474927312047
16,0.4334265945667968,0.4334265945667968,0.4865647673375404,0.4865647673375406,0.5134352326624603,0.5134352326624599,0.5665734054332037,0.5665734054332038
17,0.42979631301005045,0.42979631301005045,0.4842789406603428,0.4842789406603432,0.5157210593396573,0.515721059339657,0.5702036869899499,0.5702036869899498
18,0.42741211647696997,0.42741211647696986,0.4810568625259802,0.4810568625259802,0.5189431374740192,0.5189431374740191,0.5725878835230293,0.5725878835230297
19,0.4257893875913269,0.4257893875913268,0.47814033071041334,0.47814033071041356,0.521859669289586,0.5218596692895858,0.5742106124086728,0.5742106124086729
20,0.4245394524261516,0.42453945242615143,0.47625366753110016,0.4762536675311005,0.5237463324689011,0.5237463324689008,0.575460547573849,0.5754605475738491
21,0.42344014048778733,0.4234401404877872,0.47512361394838415,0.4751236139483841,0.5248763860516154,0.5248763860516152,0.5765598595122122,0.5765598595122124
22,0.4221170321846234,0.4221170321846233,0.47397207489207077,0.4739720748920711,0.5260279251079294,0.5260279251079293,0.5778829678153772,0.5778829678153771
23,0.4199864035527301,0.4199864035527301,0.4725330162515636,0.4725330162515637,0.5274669837484359,0.527466983748436,0.5800135964472698,0.5800135964472697
24,0.41658647778116714,0.41658647778116686,0.4714078848805642,0.4714078848805641,0.5285921151194366,0.5285921151194366,0.5834135222188334,0.5834135222188334
25,0.4119380086966058,0.4119380086966058,0.4712542246718869,0.4712542246718867,0.528745775328113,0.5287457753281132,0.5880619913033944,0.5880619913033944
26,0.406556379790745,0.406556379790745,0.47187509524831545,0.47187509524831545,0.5281249047516853,0.5281249047516854,0.5934436202092556,0.5934436202092557
27,0.401062178784105,0.40106217878410483,0.4724685964177416,0.47246859641774147,0.5275314035822573,0.5275314035822577,0.5989378212158941,0.5989378212158941
28,0.39577672738137604,0.3957767273813759,0.47263621318827903,0.4726362131882789,0.5273637868117214,0.5273637868117215,0.6042232726186246,0.6042232726186245
29,0.3907671540438634,0.3907671540438634,0.47266046587948984,0.47266046587948984,0.5273395341205104,0.5273395341205105,0.6092328459561368,0.6092328459561369
30,0.38624965062948924,0.3862496506294892,0.47270823954378055,0.47270823954378044,0.5272917604562192,0.5272917604562191,0.6137503493705103,0.6137503493705102
31,0.38274187796975023,0.38274187796975023,0.4722600201030016,0.4722600201030015,0.5277399798969978,0.5277399798969978,0.6172581220302492,0.6172581220302495
32,0.3806923127947133,0.3806923127947133,0.47072499776703836,0.4707249977670385,0.529275002232961,0.5292750022329611,0.619307687205287,0.619307687205287
33,0.3800620946052664,0.38006209460526647,0.4683716484427647,0.4683716484427647,0.5316283515572351,0.5316283515572353,0.6199379053947333,0.6199379053947335
34,0.3803738390281832,0.3803738390281832,0.46618046478406544,0.4661804647840656,0.5338195352159347,0.5338195352159346,0.6196261609718174,0.6196261609718174
35,0.381083284385342,0.3810832843853419,0.4648017278301418,0.46480172783014195,0.5351982721698574,0.5351982721698575,0.6189167156146576,0.6189167156146572
36,0.38179494542481834,0.38179494542481834,0.4640638793356454,0.4640638793356455,0.5359361206643546,0.5359361206643547,0.6182050545751817,0.6182050545751817
37,0.3822128990630279,0.3822128990630281,0.46355956811767113,0.463559568117671,0.5364404318823286,0.5364404318823285,0.6177871009369715,0.6177871009369716
38,0.382097204238326,0.382097204238326,0.4632911628185117,0.4632911628185118,0.5367088371814881,0.5367088371814879,0.6179027957616735,0.6179027957616737
39,0.38136797487472746,0.3813679748747275,0.463508971281908,0.46350897128190816,0.5364910287180927,0.5364910287180927,0.6186320251252737,0.6186320251252738
40,0.38018774942588623,0.38018774942588635,0.4642108617456031,0.4642108617456033,0.535789138254397,0.5357891382543969,0.6198122505741139,0.6198122505741139
