,0,1,2,3,4,5,6,7,8,9
0,0.7410427922083782,0.25895720779162246,0.38063784089944247,0.6193621591005583,0.7566387337843611,0.24336126621563944,0.3806378408994432,0.6193621591005575,0.7410427922083762,0.25895720779162484
1,0.6740001051828753,0.2380591163295743,0.3794558686637458,0.6178162965987786,0.7565498020143944,0.24345019799741693,0.38218370343368,0.6205441313687103,0.7619408865545952,0.32599989770129817
2,0.6227411890410064,0.22994613765229205,0.37321289708757877,0.6091857091929143,0.7558904145038399,0.24410958559232232,0.39081429103763476,0.6267871031429684,0.7700538673897471,0.3772588160010339
3,0.5855688338037458,0.23409087905027542,0.363142758337072,0.5930077550225334,0.7538981399091009,0.24610186042098747,0.40699224565679865,0.6368572423422584,0.7659091274050401,0.4144311726515729
4,0.5578934716487772,0.24639992924166138,0.35473222216258615,0.5733848956278074,0.7495326194379686,0.25046738134729757,0.4266151057558505,0.6452677792210704,0.7536000779298476,0.44210653552273566
5,0.5365880386343616,0.2634927071392948,0.3520498260874907,0.553657512022752,0.7416726351349792,0.2583273663819974,0.44634249025375905,0.6479501761890193,0.7365073001624276,0.4634119686673634
6,0.5211463495861117,0.2839619075605407,0.35526715798242625,0.5343781919420055,0.7295983114669979,0.2704016910910362,0.4656218112887168,0.6447328452482948,0.7160380994516279,0.47885365742605907
7,0.5115537802447254,0.30670383528483997,0.3628413451973338,0.5155379218549108,0.7134504111460876,0.2865495927434814,0.48446208224623355,0.637158658903809,0.6932961712116706,0.48844622625178663
8,0.5064317344288178,0.3295704123395699,0.3743965513130354,0.4989505886913884,0.6942489816356469,0.30575102375785657,0.5010494161012969,0.6256034534796491,0.6704295935932056,0.49356827150395827
9,0.5034798717867639,0.35000449878936746,0.3907687271371411,0.4876414745038408,0.6734750368759961,0.3265249699769565,0.5123585307945773,0.609231278161276,0.6499955066587294,0.4965201336613348
10,0.501071248830968,0.3665116296119094,0.41176213362277,0.4832900013743961,0.6526802574944014,0.3473197505306244,0.5167100042974713,0.5882378720490969,0.6334883755016286,0.49892875628257066
11,0.4990640217851901,0.37926114397761107,0.4345911759796536,0.4847244171108172,0.6333574131460821,0.36664259557727147,0.5152755888563045,0.5654088299874679,0.6207388609878706,0.5009359831802923
12,0.4982246189570772,0.3894033947352649,0.4548661880310613,0.48882592372235184,0.6167639803720373,0.38323602849309235,0.5111740824780427,0.545133818169333,0.6105966102876363,0.5017753860658244
13,0.4989670750769218,0.3978602868470708,0.4692237186064439,0.49270418297518165,0.6035273051568611,0.3964727033399593,0.5072958233763949,0.5307762877451325,0.6021397184293543,0.5010329301995039
14,0.500540901444947,0.40461161988583627,0.47712797139296786,0.49515919922100804,0.5934212646045998,0.4065787431884661,0.5048408071716822,0.5228720349997219,0.5953883857792884,0.4994591042201772
15,0.5014150756571553,0.40903675002903794,0.4803259220932777,0.4964412754786658,0.5856506271865847,0.4143493798104339,0.5035587308371597,0.519674084222548,0.5909632560538293,0.4985849304257107
16,0.5005025234439884,0.41092191859750093,0.48083054341588255,0.4969757745114074,0.5793834614532507,0.420616544866686,0.5030242316260751,0.5191694627216,0.589078087828819,0.4994974829823325
17,0.49791484771610933,0.4110189121317324,0.47959033269976437,0.49654545924503773,0.5740531832332588,0.4259468226357288,0.5034545466412369,0.5204096731865108,0.5889810945109404,0.5020851589265625
18,0.49442564106909415,0.4104999297336571,0.47690068752589204,0.4946807462922107,0.5693036619246408,0.4306963437205296,0.5053192593084102,0.5230993180747291,0.5895000769963438,0.505574365660907
19,0.4904104054490905,0.40999126152182647,0.4735056106921821,0.49151416438658874,0.5648162650524381,0.43518374053707126,0.5084858409513894,0.5264943946457962,0.5900087451786884,0.5095896012514236
20,0.48563019414148373,0.4093785887057158,0.4707273863080038,0.487860062043559,0.5602687899811711,0.43973121565018236,0.5121399431231604,0.5292726188587156,0.5906214178538858,0.5143698124181175
21,0.4799752995828691,0.40850628018307866,0.46947268137640785,0.4843807592728522,0.5554362701575847,0.44456373555708345,0.5156192458583448,0.5305273237547882,0.5914937261395583,0.5200247067397675
22,0.4739849368140037,0.40772284937258224,0.4695152103238686,0.48092770741825297,0.5502584947542772,0.4497415110523459,0.5190722978046446,0.5304847948990284,0.5922771566629504,0.5260150692215282
